ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
ALD001221902,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/12/1994,Y  
ALD001221902,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/28/1995,N  
ALD001221902,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/16/1995,N  
ALD001221902,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/20/1995,Y  
ALD000609677,AL,17,FRR,FINANCIAL RECORD REVIEW,S  ,05/18/1987,N  
ALD000609677,AL,18,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/22/1987,N  
ALD000609677,AL,19,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/1987,N  
ALD000609677,AL,19,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,08/26/1987,N  
ALD000609677,AL,20,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/19/1990,N  
ALD000609677,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,09/15/1992,N  
ALD000609677,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/20/1995,N  
ALD000609693,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/14/1995,N  
ALD000609867,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/28/1999,N  
ALD000610097,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/23/1995,N  
ALD000604249,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/22/1994,N  
ALD000604645,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/11/1995,N  
ALD000604645,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/17/1997,N  
ALD000604645,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/04/1999,N  
ALD000604702,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/27/1997,N  
ALD000604702,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/16/1999,N  
ALD000608018,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,03/20/1984,N  
ALD000608018,AL,5,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,11/05/1987,Y  
AL0000898122,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/17/1997,Y  
AL0000899864,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/29/1995,N  
AL0000901504,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/24/1998,N  
AL0000926808,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/02/1994,N  
AL0000928846,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/09/1994,Y  
AL0000933887,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/19/1998,N  
ALD000622860,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/15/1997,Y  
AL7570024185,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/24/1999,N  
AL7640006667,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/03/2004,N  
AL7640006667,AL,SFQ,CDI,CASE DEVELOPMENT INSPECTION,S  ,06/12/1992,N  
AL7640006667,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/03/1996,N  
AL7640006667,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/03/2000,N  
AL7640006675,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/2004,N  
AL7640006675,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/21/1989,Y  
AL7640006675,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/1994,N  
AL7690300002,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/12/1998,N  
AL0000629311,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/10/1994,N  
AL0000629469,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/08/2001,Y  
AL0000629469,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/17/2001,Y  
AL0000629469,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/10/2004,Y  
AL0000629469,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/25/1996,Y  
AL0000629469,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/20/1996,Y  
AL0000629469,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/05/1997,Y  
AL0000629469,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/12/1997,N  
AL0000694133,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/08/1994,Y  
AL0000694133,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/31/1995,Y  
AL8213700000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/12/1995,N  
AL8213700000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/20/1996,N  
AL8213700000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/14/1997,N  
AL8213700000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/02/1998,N  
AL8213700000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/12/1999,N  
AL8360010344,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/22/1987,N  
AL8360010344,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/17/2003,Y  
AL8470000011,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/12/1996,N  
AL8471500001,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/17/2005,N  
AL8570025918,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/10/2004,N  
AL6210020776,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,06/30/1999,Y  
AL6210020776,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/28/1999,Y  
AL6210020776,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/12/1999,Y  
AL6210020776,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/23/2000,Y  
AL6640006668,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/14/2002,N  
AL6640006668,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/02/2004,N  
AL6640006668,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/05/1997,N  
AL7210020742,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,08/02/1993,Y  
AL7210020742,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,03/21/1984,N  
AL7210020742,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/2000,Y  
AL0000364661,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/27/1996,Y  
AL0000364661,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/05/1997,N  
AL0000364661,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/13/1999,Y  
AL0000364661,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/26/1999,Y  
AL0000364661,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/22/1999,Y  
AL0000364661,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/29/2000,N  
AL0000364661,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/16/2000,Y  
AL0000364687,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/14/1996,N  
AL0000384644,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/30/1998,Y  
AL0000384644,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/29/1998,Y  
AL0000384644,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/20/1998,Y  
AL0000558452,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/1994,N  
AL0000563874,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/14/1995,Y  
AL0000563874,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/07/1995,Y  
AL0000563874,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/25/1995,N  
AL0000563874,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/03/1996,Y  
AL0000233536,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/20/2004,Y  
ALR000038760,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/14/2006,N  
ALD003396637,AL,12,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/14/1990,Y  
ALD003396637,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/02/1995,N  
ALD003396637,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/17/1997,Y  
ALD003396637,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/18/1997,Y  
ALD003396637,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/20/1999,Y  
ALD003396637,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/20/1999,Y  
ALD003396850,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/16/2000,Y  
ALD003396850,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,11/16/2000,N  
ALD003396850,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/21/2000,Y  
ALD003396850,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,03/04/2004,N  
ALD003301884,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/10/1996,Y  
ALD003301884,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/10/1996,N  
ALD003301884,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/05/1997,N  
ALD003301884,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,02/19/1997,N  
ALD003301884,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/30/1997,N  
ALD000826933,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/15/1998,N  
ALD000826941,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/08/1995,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/25/2002,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/27/2002,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/12/2002,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/25/2002,N  
ALD000826958,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/22/2002,Y  
ALD000826958,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,05/22/2002,Y  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/10/2002,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/02/2002,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/19/2003,N  
ALD000826958,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/20/2003,N  
ALD000826958,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/01/2004,Y  
ALD000826958,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/10/2005,Y  
ALD000826958,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,X  ,06/22/1984,Y  
ALD000826958,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/13/1988,N  
ALD000826958,AL,2,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/11/2000,N  
ALD000776807,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,04/30/1997,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/30/1997,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/06/1997,N  
ALD000776807,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/17/1997,N  
ALD000776807,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,12/01/1997,N  
ALD000776807,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/05/1998,N  
ALD000776807,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,04/14/1998,N  
ALD981923584,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/18/1997,Y  
ALD021254503,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/14/1988,Y  
ALD021254503,AL,4,CDI,CASE DEVELOPMENT INSPECTION,S  ,09/14/1989,Y  
ALD021254503,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/30/1990,Y  
ALD021254503,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,05/01/1991,N  
ALD021254503,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,07/22/1991,Y  
ALD021254503,AL,SFQ,CDI,CASE DEVELOPMENT INSPECTION,S  ,02/04/1992,N  
ALD034046730,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/16/2002,Y  
ALD034046730,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/02/2003,N  
ALD034046730,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/20/2004,Y  
ALD034046730,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/04/2004,N  
ALD034046730,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,10/04/2004,N  
ALD034046730,AL,1,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,02/23/2005,N  
ALD034046730,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,06/29/2005,N  
ALD034046730,AL,1,FRR,FINANCIAL RECORD REVIEW,C  ,02/27/2006,N  
ALD034046730,AL,2,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/03/1987,N  
ALD034046730,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,11/30/1983,N  
ALD034046730,AL,3,FRR,FINANCIAL RECORD REVIEW,S  ,08/19/1988,Y  
ALD034046730,AL,4,NRR,NON-FINANCIAL RECORD REVIEW,E  ,04/04/1985,N  
ALD034046730,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/1987,N  
ALD034046730,AL,5,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,11/18/1985,N  
ALD034046730,AL,5,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/29/1988,N  
ALD034046730,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/30/1988,N  
ALD034046730,AL,7,FRR,FINANCIAL RECORD REVIEW,E  ,08/17/1984,Y  
ALD034046730,AL,7,FRR,FINANCIAL RECORD REVIEW,S  ,01/04/1989,Y  
ALD034046730,AL,8,NRR,NON-FINANCIAL RECORD REVIEW,E  ,09/19/1985,Y  
ALD034046730,AL,8,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,03/28/1989,N  
ALD034046730,AL,9,NRR,NON-FINANCIAL RECORD REVIEW,E  ,09/25/1985,Y  
ALD034046730,AL,9,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,02/15/1989,N  
ALD034046730,AL,10,CSE,COMPLIANCE SCHEDULE EVALUATION,E  ,07/22/1985,Y  
ALD034046730,AL,10,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/25/1989,N  
ALD034046730,AL,11,CSE,COMPLIANCE SCHEDULE EVALUATION,E  ,08/05/1985,N  
ALD034046730,AL,11,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/27/1989,N  
ALD034046730,AL,12,FRR,FINANCIAL RECORD REVIEW,E  ,02/13/1986,Y  
ALD010394021,AL,3,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,01/27/1988,N  
ALD010394021,AL,3,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/10/2001,N  
ALD010394021,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,01/27/1988,Y  
ALD008150617,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/09/1993,Y  
ALD008150617,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/23/1997,N  
ALD008150617,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/04/1998,N  
ALD008150617,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/12/1998,Y  
ALD008150617,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/25/1998,N  
ALD008150617,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/22/1998,Y  
ALD008150617,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/22/1998,N  
ALD008150617,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/09/2000,Y  
ALD008150617,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/11/2000,Y  
ALD008161176,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,05/24/1994,Y  
ALD008161176,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/25/2001,N  
ALD008161176,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/11/2001,N  
ALD010394021,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/10/1999,N  
ALD010408912,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/31/1991,N  
ALD012726642,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/29/1988,N  
ALD012726642,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/02/1993,Y  
ALD012726642,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,06/23/1993,Y  
ALD012726642,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/22/1997,Y  
ALD012726642,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/07/1997,Y  
ALD013456322,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/10/1993,N  
ALD014582324,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/05/1987,Y  
ALD014582324,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/05/1987,N  
ALD020852422,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,02/13/1991,Y  
ALD020852422,AL,0,CDI,CASE DEVELOPMENT INSPECTION,X  ,02/28/1991,Y  
ALD020852422,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,01/22/1992,N  
ALD020852422,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/24/2001,Y  
ALD020852422,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/14/2003,N  
ALD020852422,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/13/2005,Y  
ALD020852422,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,12/13/2005,N  
ALD020852422,AL,3,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/30/1989,Y  
ALD020852422,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/08/1990,Y  
ALD020852422,AL,5,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/14/1991,Y  
ALD020852422,AL,6,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/13/1991,N  
ALD020852422,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/18/1991,Y  
ALD020852422,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,10/03/1991,Y  
ALD008200875,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/19/1999,N  
ALD008214090,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/18/1990,N  
ALD008149858,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/19/1991,Y  
ALD008149858,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,01/24/1992,N  
ALR000035360,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/24/2005,N  
ALR000035378,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/21/2005,N  
ALR000035386,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/16/2005,N  
ALR000035402,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/25/2005,N  
ALR000035410,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/25/2005,N  
ALR000035485,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,08/16/2005,N  
ALR000035527,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,02/16/2005,N  
ALR000035535,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,02/16/2005,N  
ALR000035592,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,02/16/2005,N  
ALR000035600,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,02/16/2005,N  
ALR000035618,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/18/2005,N  
ALR000035626,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/25/2005,Y  
ALR000035634,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,02/23/2005,N  
ALR000035642,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/04/2005,Y  
ALR000035642,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,05/07/2005,N  
ALR000035659,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/07/2005,N  
ALR000035667,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/02/2005,N  
ALR000035675,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,03/02/2005,N  
ALR000035691,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/18/2005,Y  
ALR000034264,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/04/2005,Y  
ALR000034280,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/03/2005,N  
ALR000034306,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,12/09/2004,N  
ALR000034330,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/09/2004,Y  
ALR000034348,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/2004,N  
ALR000034355,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/2004,N  
ALR000034363,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/2004,N  
ALR000034371,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/2004,N  
ALR000014266,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/17/2001,N  
ALR000014266,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/10/2002,N  
ALR000014266,AL,1,FSD,Facility Self Disclosure,S  ,08/04/2003,Y  
ALR000014266,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,08/04/2003,Y  
ALR000014266,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,08/04/2003,Y  
ALR000014266,AL,1,FSD,FACILITY SELF DISCLOSURE,S  ,08/04/2003,Y  
ALR000014266,AL,1,CDI,CASE DEVELOPMENT INSPECTION,S  ,10/15/2003,N  
ALR000014266,AL,1,CDI,CASE DEVELOPMENT INSPECTION,S  ,03/11/2004,N  
ALR000014266,AL,1,CDI,CASE DEVELOPMENT INSPECTION,S  ,05/04/2004,N  
ALR000014266,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/18/2004,N  
ALR000014266,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,11/22/2004,N  
ALR000014266,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/20/2004,N  
ALR000034553,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/20/2006,N  
ALR000034561,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,04/20/2006,N  
ALR000034611,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/04/2005,Y  
ALR000034645,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,01/12/2005,N  
ALR000034652,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/11/2005,Y  
ALR000034660,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/10/2005,Y  
ALR000034678,AL,1,CAV,COMPLIANCE ASSISTANCE VISIT,S  ,01/11/2005,N  
ALR000014266,AL,2,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,11/18/2004,N  
ALR000014266,AL,2,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,01/28/2005,N  
ALR000014266,AL,2,FUI,FOLLOW-UP INSPECTION,S  ,03/01/2005,N  
ALR000014274,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/06/2002,Y  
ALR000014290,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/07/2001,N  
