ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
ALD067111450,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,06/01/1995,08/02/1995,08/06/1995
ALD055608012,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/29/1987,03/16/1987,03/16/1987
ALD053360897,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/22/1992,03/30/1992,
ALD095687679,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/27/1988,06/14/1988,06/11/1988
ALD058221326,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,05/06/1997,06/09/1997,06/06/1997
ALD982123127,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/11/1989,02/04/1993,10/17/1992
ALD047158266,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/08/1995,08/11/1995,07/28/1995
ALD047158266,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,05/11/2000,03/23/2001,
ALD063690705,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/29/1988,12/28/1988,
ALD079474037,AL,268.A,Land Disposal Restrictions: General,S  ,02/07/1990,04/24/1990,04/14/1990
ALD079474037,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,01/22/1991,07/01/1991,05/09/1991
ALD034099267,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/26/1995,08/14/1995,08/06/1995
ALD079102372,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/09/1996,12/10/1996,12/12/1996
ALD077657427,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/07/1990,01/30/1991,06/02/1990
ALD077640001,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/14/1991,06/11/1992,
ALD031499833,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,03/19/1987,07/22/1987,07/23/1987
ALD031499833,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,02/15/1990,06/21/1990,07/19/1990
ALD075045575,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/17/1995,12/28/1995,12/29/1995
ALD079127635,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,04/22/1991,06/11/1991,06/20/1991
ALD058627134,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/27/1994,03/21/1994,04/11/1994
ALD058036054,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,02/17/1993,04/20/1993,
ALD055798037,AL,262.A,Standards Applicable to Generators of HW: General,E  ,11/17/1984,04/21/1989,12/20/1984
ALD059661454,AL,268.A,Land Disposal Restrictions: General,S  ,09/21/1989,08/03/1990,01/16/1990
ALD050166750,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,06/26/1992,08/11/1992,08/01/1992
ALD052682762,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,07/08/1998,12/04/1998,08/12/1998
ALD003297116,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/17/1988,11/18/1988,11/19/1988
ALD071951628,AL,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,02/02/1989,02/23/1989,
ALD000828848,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/28/1995,09/22/1995,09/22/1995
ALD000622464,AL,264.N,Standards for Owners and Operators of HW TSDs: Landfills RCRAInfo V3 Violation,S  ,03/10/1995,06/16/1995,06/16/1995
ALD004025235,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,12/18/1991,01/23/1992,02/24/1992
ALD000615625,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,05/08/1992,07/14/1992,07/20/1992
ALD000622464,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,07/23/1990,08/10/1990,08/20/1990
ALD000622464,AL,268.A,Land Disposal Restrictions: General,S  ,07/18/1991,09/19/1991,09/20/1991
ALD000622464,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,06/01/1984,03/25/1985,
ALD982097073,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,07/09/1992,11/17/1992,09/10/1992
ALD981469992,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/01/1996,04/26/1996,04/26/1996
ALD981923659,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/05/1998,10/19/1998,12/08/1998
ALD004000790,AL,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,09/17/1992,11/10/1992,11/25/1992
ALD000827147,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/01/1994,05/04/1995,01/26/1995
ALD000771949,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,09/07/1999,10/22/1999,10/07/1999
ALD000653022,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/02/1984,03/29/1987,05/05/1984
ALD008161416,AL,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,05/01/1985,05/24/1990,
ALD004019691,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/29/1998,02/10/1998,03/02/1998
ALD004019048,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,04/26/1991,06/26/1991,07/11/1991
ALD058223371,AL,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,05/01/1985,12/12/1989,
ALD004009320,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,03/03/1999,04/08/1999,04/05/1999
ALD004009320,AL,262.A,Standards Applicable to Generators of HW: General,E  ,03/03/1999,03/03/1999,
ALD020852422,AL,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,10/03/1991,06/24/1992,07/03/1992
ALD000622852,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/05/1999,05/18/1999,06/05/1999
ALD009825944,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/18/1998,03/04/1998,03/20/1998
ALD000771949,AL,262.A,Standards Applicable to Generators of HW: General,E  ,12/19/1997,05/21/1998,
ALD000653303,AL,264.E,"Standards for Owners and Operators of HW TSDs: Manifest System, Recordkeeping, a",S  ,11/06/1991,06/11/1992,04/23/1992
ALD008185407,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,02/04/1993,04/30/1993,05/01/1993
ALD008163115,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/12/1998,11/02/1998,08/05/1998
ALD004017901,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,01/21/1986,08/31/1988,
ALR000025692,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/04/2016,06/09/2016,06/23/2016
ALR000059824,AL,279.C,Standards for Used Oil Generators,S  ,03/03/2016,04/27/2016,04/04/2016
ALD058036054,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,S  ,05/11/2016,08/21/2016,
ALD009825944,AL,279.C,Standards for Used Oil Generators,S  ,07/29/2016,11/05/2016,
ALD004001731,AL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management,S  ,03/24/2016,04/15/2016,05/06/2016
ALD981867062,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,S  ,09/14/2016,09/19/2016,
ALD046480513,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/14/2016,02/27/2017,
AL3210020027,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/21/2006,04/19/2006,05/01/2006
ALD004001715,AL,264.J,Standards for Owners and Operators of HW TSDs: Tank Systems,S  ,03/09/2000,01/10/2001,06/15/2000
AL1800013863,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/13/2000,10/03/2000,
ALD004001715,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,E  ,03/08/2000,03/08/2000,
AL0000629469,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/08/2001,07/17/2001,06/07/2001
ALR000014316,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/14/2001,03/20/2001,
ALD067111450,AL,262.A,Standards Applicable to Generators of HW: General,E  ,07/25/2001,08/09/2001,
ALD070513767,AL,262.B,Standards Applicable to Generators of HW: Manifest,E  ,02/12/2001,02/12/2001,
ALR000058081,AL,279.C,Standards for Used Oil Generators,S  ,01/25/2016,03/14/2016,
ALR000005884,AL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,03/13/2017,05/09/2017,
ALR000003236,AL,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,03/15/2017,05/04/2017,
ALR000043992,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/04/2009,07/09/2009,07/13/2009
ALR000043810,AL,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Fac Stds,S  ,12/17/2009,05/14/2010,05/14/2010
ALR000011940,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/21/2009,10/30/2009,
ALR000040642,AL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management,E  ,02/10/2009,03/16/2009,
ALR000004986,AL,279.C,Standards for Used Oil Generators,S  ,06/20/2008,08/06/2008,07/28/2008
ALR000032342,AL,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management,S  ,11/04/2009,11/04/2009,12/12/2009
ALN010601001,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/01/2001,07/27/2001,07/01/2001
ALD008180572,AL,262.A,Standards Applicable to Generators of HW: General,E  ,05/15/2001,05/15/2001,
ALD983193087,AL,262.A,Standards Applicable to Generators of HW: General,E  ,11/15/2000,11/15/2000,
ALN980708000,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/07/2001,03/07/2001,
ALD058223371,AL,264.W,Standards for Owners and Operators of HW TSDs: Drip Pads,S  ,07/27/2001,08/10/2001,
ALR000008854,AL,263.A,Standards Applicable to Transporters of HW: General,S  ,02/05/1999,11/16/2001,
ALD077654036,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/24/2002,08/09/2002,08/23/2002
ALR000030627,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/13/2003,10/02/2003,10/16/2003
ALD046480513,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/30/2003,07/23/2003,08/18/2003
ALD061311569,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/22/2002,06/27/2002,
ALR000026062,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/20/2002,04/17/2003,04/24/2003
AL3210020027,AL,PCR,Violation of a permit condition or requirement,S  ,07/13/2007,10/30/2007,
ALD983179748,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/28/2003,05/30/2003,
ALD983173170,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/24/2003,03/02/2004,07/24/2003
ALD047158266,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,05/02/2003,07/29/2003,07/31/2003
ALD047158266,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/02/2003,07/29/2003,07/31/2003
ALR000029603,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/03/2003,07/09/2003,
ALD067132936,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,01/22/2003,07/15/2003,
ALR000012039,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/20/2003,12/29/2003,05/05/2003
ALD981023229,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/08/2003,04/17/2003,
ALR000007328,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,06/11/2003,10/21/2003,08/26/2003
ALD982115180,AL,262.A,Standards Applicable to Generators of HW: General,S  ,12/17/2003,03/03/2004,02/04/2004
ALD079109013,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/04/2003,11/26/2003,
ALR000030338,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/15/2003,08/11/2003,
ALR000030031,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,04/02/2003,04/01/2004,
ALR000030031,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/02/2003,04/01/2004,
ALR000019182,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,01/26/2005,03/08/2005,03/28/2005
ALD063690705,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/03/2004,04/21/2004,
ALD037483369,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/22/2004,05/17/2005,10/22/2004
ALD982085821,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,05/11/2004,06/08/2004,06/10/2004
ALD981471477,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/28/2004,07/21/2004,07/28/2004
AL3210020027,AL,262.A,Standards Applicable to Generators of HW: General,S  ,04/09/2004,07/28/2004,
ALD982088379,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/25/2003,01/06/2004,01/09/2004
AL0000324764,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/29/2004,07/12/2004,07/29/2004
ALD000622464,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/30/2004,04/08/2005,04/14/2005
ALD981922115,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/28/2005,07/08/2005,
ALD008161176,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/20/2005,05/27/2005,05/21/2005
ALD981475304,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/29/2005,05/03/2005,06/01/2005
ALR000048157,AL,279.C,Standards for Used Oil Generators,S  ,10/27/2010,01/20/2011,
ALD003396983,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/12/2004,07/12/2004,07/12/2004
ALD070507868,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,01/27/2005,10/19/2007,05/12/2005
ALD003395043,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/24/2005,09/14/2005,09/12/2005
ALD981757883,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/04/2005,03/11/2005,04/04/2005
ALR000022533,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,09/27/2005,01/24/2006,
ALD983195017,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/14/2005,04/26/2006,
ALD020852422,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/13/2005,06/07/2006,05/05/2006
ALD077654036,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,08/09/2006,10/05/2006,10/10/2006
AL3210020027,AL,262.A,Standards Applicable to Generators of HW: General,S  ,12/13/2007,07/31/2008,
ALD057213811,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/19/2006,03/03/2006,03/27/2006
ALD006900526,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/24/2005,11/21/2005,12/02/2005
ALR000037127,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/03/2005,09/07/2005,09/05/2005
ALR000033647,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/26/2005,08/23/2005,
ALD044889624,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/10/2006,10/17/2006,10/15/2006
AL3210020027,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,01/03/2006,01/03/2006,
ALD057202558,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/31/2005,10/13/2005,10/14/2005
ALD047158266,AL,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan a,S  ,09/07/2006,03/28/2008,11/06/2006
ALR000006346,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,08/04/2005,03/06/2006,04/05/2006
ALD052065117,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/16/2006,09/25/2006,09/25/2006
ALD982173163,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/17/2006,10/05/2006,
ALR000038687,AL,279.C,Standards for Used Oil Generators,S  ,05/03/2006,08/21/2006,07/31/2006
ALR000009365,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/04/2006,06/28/2006,
ALD034046730,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,08/23/2006,09/22/2006,
ALR000039073,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/12/2006,05/21/2007,10/22/2006
ALR000021105,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/14/2006,01/02/2007,01/08/2007
AL3210020027,AL,PCR,Violation of a permit condition or requirement,S  ,10/02/2006,10/03/2006,
ALD004018354,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,03/15/2006,05/08/2006,05/19/2006
ALD078964970,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/16/2006,11/03/2006,11/24/2006
ALR000041087,AL,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/02/2007,05/21/2007,05/21/2007
ALD093179315,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/03/2007,08/28/2007,06/20/2007
ALR000059758,AL,279.C,Standards for Used Oil Generators,S  ,02/17/2016,04/14/2016,04/08/2016
ALD004019691,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,09/22/1989,08/30/1990,01/03/1990
ALD053363776,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,11/14/2007,03/05/2008,01/03/2008
ALR000025486,AL,279.C,Standards for Used Oil Generators,S  ,09/26/2007,12/10/2007,11/29/2007
ALR000012674,AL,279.C,Standards for Used Oil Generators,S  ,03/15/2006,05/17/2006,
ALD078977436,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,09/27/2006,11/09/2006,11/10/2006
ALR000043067,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,09/12/2007,10/14/2008,10/03/2008
