ID_NUMBER,FACILITY_NAME,ACTIVITY_LOCATION,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,TRANSPORTER,ACTIVE_SITE,OPERATING_TSDF
ALR000020487,AUTOZONE #221,AL,------,Other,407 HOLCOMB AVE,MOBILE,AL,36606,,,,N  ,-----,------         
ALR000020594,AUTOZONE #9828,AL,------,Other,3121 N MEMORIAL PKWY,HUNTSVILLE,AL,35810,,,,N  ,-----,------         
ALD983192659,UNIVERSITY CAR CARE CENTER,AL,------,Other,5610 OLD SHELL RD,MOBILE,AL,36609,,,,N  ,-----,------         
ALD983191826,SUPERIOR COATING SYSTEMS INC,AL,------,Other,7895 ZEIGLER BLVD,MOBILE,AL,36608,30.703986,-88.227852,,N  ,-----,------         
ALD982155921,MAGIC TOUCH CLEANERS,AL,------,Other,5371 HWY 90 WEST,MOBILE,AL,36619,30.598384,-88.167413,,N  ,-----,------         
ALR000021139,AUTOZONE #2334,AL,------,Other,2801 W MEIGHAN BLVD,GADSDEN,AL,35904,,,,N  ,-----,------         
ALR000021055,DIAMOND PUBLICATIONS,AL,------,Other,14061 AIRPORT BLVD,MOBILE,AL,36608,,,,N  ,-----,------         
ALR000020958,AUTOZONE #227,AL,------,Other,656 BESSEMER HWY,MIDFIELD,AL,35228,,,,N  ,-----,------         
ALR000021501,AUTOZONE #44,AL,------,Other,604 AVALON AVE,MUSCLE SHOALS,AL,35661,,,,N  ,-----,------         
ALR000021535,AUTOZONE #317,AL,------,Other,102 US HWY 278 BYPASS,PIEDMONT,AL,36272,,,,N  ,-----,------         
ALR000010900,SELMA-UPS,AL,------,VSQG,318 OLD MONTGOMERY HIGHWAY,SELMA,AL,36701,,,3,N  ,H----,------         
ALR000020735,AUTOZONE #2062,AL,------,Other,5648 HWY 231,WETUMPKA,AL,36092,,,,N  ,-----,------         
ALR000030049,BOBS CHEVRON  RACHEL & RACHEL,AL,------,Other,3124 GOVERNMENT BLVD,MOBILE,AL,36606,,,,N  ,-----,------         
ALR000033803,SIMPSON'S BODY SHOP,AL,------,VSQG,205 COX BOULEVARD,SHEFFIELD,AL,35660,,,3,N  ,H----,------         
ALD983179771,FOUNTAIN CITY CLEANERS,AL,------,Other,315 S MEMORIAL DR,PRATTVILLE,AL,36067,32.456599,-86.448052,,N  ,-----,------         
ALR000034751,NORTH SAND MOUNTAIN HIGH SCHOOL,AL,------,VSQG,29333 AL HWY 71,HIGDON,AL,35979,,,3,N  ,H----,------         
ALR000033795,BLANKENSHIP CONSTRUCTION,AL,------,Other,208A YOUNG AVENUE,OZARK,AL,36360,,,N  ,N  ,-----,------         
ALR000020883,AUTOZONE #368,AL,------,Other,550 D'OLIVE,BAY MINETTE,AL,36507,,,,N  ,-----,------         
ALR000020511,AUTOZONE #59,AL,------,Other,6600 1ST AVE N,BIRMINGHAM,AL,35206,,,,N  ,-----,------         
ALR000034025,COUNTY ROAD 800 ABANDONED DRUMS,AL,------,Other,COUNTY ROAD 800,JEMISON,AL,99999,,,,N  ,-----,------         
ALR000056507,O'REILLY AUTO PARTS,AL,------,VSQG,1845 MILITARY ST,HAMILTON,AL,35570-6618,,,3,N  ,H----,------         
ALR000034827,SHELBY CONTRACTING CO INC,AL,------,SQG,6150 STRINGFIELD ROAD,HUNTSVILLE,AL,35806,,,2,N  ,H----,------         
ALR000021451,AUTOZONE #210,AL,------,Other,232 HWY 78 WEST,JASPER,AL,35501,,,,N  ,-----,------         
ALR000020719,AUTOZONE #438,AL,------,Other,6506 HWY 431,ALBERTVILLE,AL,35950,,,,N  ,-----,------         
ALR000020768,AUTOZONE #2321,AL,------,Other,1520 S ALABAMA AVE,MONROEVILLE,AL,36460,,,,N  ,-----,------         
ALR000014696,CORSTONE INDUSTRIES LLC,AL,------,VSQG,200 INDUSTRIAL PARKWAY,GREENVILLE,AL,36037,31.8273,-86.6407,3,N  ,H----,------         
ALR000020982,AUTOZONE #174,AL,------,Other,1420 14TH ST,PHENIX CITY,AL,36867,,,,N  ,-----,------         
ALD981024664,MIDAS AUTO SERVICE EXPERTS,AL,------,Other,261 EASTERN BLVD,MONTGOMERY,AL,36117,32.415617,-86.21988,,N  ,-----,------         
ALR000028993,IMIA LLC,AL,------,VSQG,8295 PADGETT SWITCH ROAD,IRVINGTON,AL,36544,30.3029,-88.1229,3,N  ,H----,------         
AL0000819250,MILESTONE AUTOMOTIVE SERVICE CENTER LLC,AL,------,Other,1527 NAVCO ROAD,MOBILE,AL,36605,,,,N  ,-----,------         
ALR000021311,AUTOZONE #310,AL,------,Other,1107 DOUGLAS AVE,BREWTON,AL,36426,,,,N  ,-----,------         
ALR000009357,QUALITY CUSTOM MARBLE,AL,------,SQG,8965 LISTER FERRY ROAD,RAINBOW CITY,AL,35906,,,2,N  ,H----,------         
ALD983175167,MARKS QUALITY CLEANERS,AL,------,Other,504 CAHABA PARK CIRCLE,BIRMINGHAM,AL,35242,33.428703,-86.70607,,N  ,-----,------         
ALR000006080,SIEMENS DEMATIC,AL,------,VSQG,2400 JOHN HAWKINS PKWY,BIRMINGHAM,AL,35244-3504,33.355556,-86.858333,3,N  ,H----,------         
ALR000008003,PELHAM CLEANERS,AL,------,VSQG,100 CANYON PARK DRIVE,PELHAM,AL,35124,,,3,N  ,H----,------         
ALR000001800,VANITY FAIR MILLS-MONROEVILLE,AL,------,Other,624 S ALA AVE-DREWRY RD WHSE,MONROEVILLE,AL,36462,,,,N  ,-----,------         
ALR000009126,METRO INDUSTRIES INC,AL,------,Other,HELENA INDUSTRIAL PARK,HELENA,AL,35080,,,,N  ,-----,------         
AL0000044602,BROTHER'S AUTOMOTIVE MACHINE SHOP & PART,AL,------,VSQG,701 SNOW STREET,OXFORD,AL,36203,33.3655,-85.4902,3,N  ,H----,------         
ALR000001487,MARINE EXHAUST SYSTEMS OF AL,AL,------,VSQG,757 NICHOLS AVENUE,FAIRHOPE,AL,36533,30.516396,-87.893871,3,N  ,H----,------         
ALR000021121,AUTOZONE #2330,AL,------,Other,1626 HUGHES,MADISON,AL,35758,,,,N  ,-----,------         
ALD982087074,JF DRAKE STATE TECHNICAL COLLEGE,AL,------,VSQG,3421 MERIDIAN ST N,HUNTSVILLE,AL,35811-1544,34.768646,-86.572503,3,N  ,H----,------         
ALD031577109,SOLOMON MOTOR CO INC,AL,------,Other,1403 MONTGOMERY HWY,DOTHAN,AL,36303,,,,N  ,-----,------         
ALD983178245,WILLIAMS MAZDA,AL,------,Other,3835 ROSS CLARK CIRCLE NW,DOTHAN,AL,36303,31.25193,-85.41819,,N  ,-----,------         
ALR000033654,BOAZ WATER AND SEWER BOARD,AL,------,VSQG,108 EAST LINE STREET,BOAZ,AL,35957,,,3,N  ,H----,------         
ALD004014023,DISTRIBUTION CENTER EAST,AL,------,Other,908 W. FORT WILLIAMS STREET,SYLACAUGA,AL,35150,33.167221,-86.264845,,N  ,-----,------         
ALR000033647,GUNTERSVILLE CITY BUS SHOP,AL,------,VSQG,1100 JOHNSON ST,GUNTERSVILLE,AL,35976,,,3,N  ,H----,------         
ALD981477979,CAPITOL CITY LAUNDRY & CLEANERS,AL,------,Other,640 W. FAIRVIEW,MONTGOMERY,AL,36105,32.351449,-86.3174,,N  ,-----,------         
ALD983180332,FAST AUTO PARTS CO INC,AL,------,Other,557 BELL STREET,MONTGOMERY,AL,36103,32.377143,-86.318963,,N  ,-----,------         
AL0000564161,AL DEPT. FINANCE-PRINTING DIV.,AL,------,Other,GORDON PERSONS BUILDING,MONTGOMERY,AL,36130-2606,,,,N  ,-----,------         
ALR000010066,FOREIGN CAR BODY SHOP,AL,------,Other,600 25TH STREET S,BIRMINGHAM,AL,35233,,,,N  ,-----,------         
ALR000004937,LAWRIMORE MANUFACTURING INC,AL,------,VSQG,HWY 31 NORTH,FALKVILLE,AL,35622,,,3,N  ,H----,------         
ALR000010132,COMPETITION MOTORSPORTS INC,AL,------,Other,3919 HIGHWAY 78 WEST,ADAMSVILLE,AL,35005,,,,N  ,-----,------         
ALR000010512,MONTGOMERY AVIATION,AL,------,Other,DANNELLY FIELD,MONTGOMERY,AL,36108,,,,N  ,-----,------         
ALD063678114,NATIONAL METALS INC,AL,------,VSQG,1600 GRAY STREET,LEEDS,AL,35094,33.549743,-86.546768,3,N  ,H----,------         
ALR000007104,DRS TEST AND ENERGY MANAGEMENT,AL,------,Other,4820 COMMERCIAL DRIVE,HUNTSVILLE,AL,35816,34.741667,-86.637778,,N  ,-----,------         
ALD000653170,MEAD HARDWOODS,AL,------,Other,201 RIVER ROAD,STEVENSON,AL,35772,34.868174,-85.838283,,N  ,-----,------         
ALD981922354,UNICOR LAUNDRY,AL,------,Other,BLDG 912,MAXWELL AIR FORCE BASE,AL,36112,,,,N  ,-----,------         
ALD983170408,"CHATHAM OIL CO., INC. SPEEDMART",AL,------,Other,I-20 EXIT 165 #220 EMORY CRSRD,TUSCALOOSA,AL,35404,,,,N  ,-----,------         
ALR000031518,CALVERT CONSTRUCTION CO INC,AL,------,Other,8590 BAY VIEW DRIVE,FOLEY,AL,36535,,,,N  ,-----,------         
ALD982134611,BIRMINGHAM STEEL DRUM,AL,------,Other,US HIGHWAY 11,IRONDALE,AL,35210,,,,N  ,-----,------         
ALR000034249,ANNISTON HIGH SCHOOL,AL,------,VSQG,1301 WOODSTOCK AVE,ANNISTON,AL,36027,,,3,N  ,H----,------         
ALD983190893,TULLY ANDREWS CLEANERS,AL,------,Other,2904 MCGEHEE RD,MONTGOMERY,AL,36111,32.337781,-86.263634,,N  ,-----,------         
ALD982164469,WIREGRASS BODY & FRAME INC,AL,------,Other,822 OUDIA ST,ENTERPRISE,AL,36330,,,,N  ,-----,------         
ALD982077380,BERNARDS BODY SHOP,AL,------,Other,201 DEPOT STREET,CAMDEN,AL,36726,31.988999,-87.287676,,N  ,-----,------         
ALR000005785,CITY OF FAIRHOPE,AL,------,Other,300 N CHURCH ST,FAIRHOPE,AL,36532,,,,N  ,-----,------         
ALR000006411,WALMART #8102,AL,------,Other,1100 S BELTLINE HIGHWAY,MOBILE,AL,36609,30.6679,-88.1275,,N  ,-----,------         
ALR000023903,WAL-MART STORE #1201,AL,------,Other,655 FIELDSTOWN ROAD,GARDENDALE,AL,35071,,,,N  ,-----,------         
ALR000028613,ALPHA TRANSPORT LLC,AL,------,Other,223 EAST BAYOU AVE,SATSUMA,AL,36572,,,,N  ,-----,------         
ALR000023929,WAL-MART STORE #1101,AL,------,Other,4656 US HWY 231,WETUMPKA,AL,36092,,,,N  ,-----,------         
ALD098856461,LAMON AUTOMATIC TRANSMISSION,AL,------,Other,2301 AVENUE D,BIRMINGHAM,AL,35218,,,,N  ,-----,------         
ALD079107603,GUARDIAN SYSTEMS INC,AL,------,VSQG,1108 ASHVILLE ROAD,LEEDS,AL,35094,,,3,N  ,H----,------         
ALR000012096,YOUNG'S TRUCKING CO,AL,------,Other,528 SECOND AVENUE,SARALAND,AL,36571,,,,N  ,-----,------         
AL0000017608,ALABAMA DEPARTMENT OF FORENSIC SCIENCE,AL,------,Other,231 MONTGOMERY STREET,MONTGOMERY,AL,36102,32.376269,-86.310869,,N  ,-----,------         
ALD981746340,AUTO DIESEL MACHINE CO,AL,------,Other,2920 6TH AVE S,BIRMINGHAM,AL,35233,33.5129,-86.78789,,N  ,-----,------         
ALR000032755,COASTAL YACHT SERVICES INC,AL,------,VSQG,27006 EAST CANAL ROAD,ORANGE BEACH,AL,36561,,,3,N  ,H----,------         
ALD982141483,LACEY PAINT & BODY INC,AL,------,Other,6477 SWANN ROAD,MT OLIVE,AL,35177,33.681501,-86.877275,,N  ,-----,------         
ALD983180274,"INDUSTRIAL LININGS, INC.",AL,------,Other,8475 BELLINGRATH RD.,THEODORE,AL,36590,30.510278,-88.169972,,N  ,-----,------         
ALR000033688,NATIONAL DISPLAY INC,AL,------,Other,701 COMMERCE DRIVE,GULF SHORES,AL,36542,,,N  ,N  ,-----,------         
ALR000014936,DAYTON SUPERIOR CORPORATION,AL,------,Other,1421 HILDEGARD DRIVE,BIRMINGHAM,AL,35215,,,,N  ,-----,------         
AL0000044297,INSPECTORATE AMERICA CORP,AL,------,Other,5304 HALLS MILL RD,MOBILE,AL,36619,30.603912,-88.161768,,N  ,-----,------         
ALD983184235,BILLY ARRINGTON'S GARAGE,AL,------,Other,1420 1ST AVENUE NORTH,BESSEMER,AL,35020,33.510524,-86.813423,,N  ,-----,------         
ALD983190455,LESLIES GARAGE,AL,------,Other,1209 WASHINGTON STREET,HUNTSVILLE,AL,35801,34.74508,-86.588854,,N  ,-----,------         
ALR000020503,AUTOZONE #58,AL,------,Other,2032 CENTER POINT PKWY,BIRMINGHAM,AL,35215,,,,N  ,-----,------         
ALR000021394,PHILLIPS-VAN HEUSEN R&D LAB,AL,------,Other,424 LAKEVIEW ROAD,OZARK,AL,36360,,,,N  ,-----,------         
ALD983170614,THE PANTRY,AL,------,Other,AIRPORT ROAD HWY. 17,COOSADA,AL,36020,,,,N  ,-----,------         
ALR000056382,O'REILLY AUTO PARTS #966,AL,------,VSQG,11931 AL HWY 157,MOULTON,AL,35650,,,3,N  ,H----,------         
ALD982123341,LESUEUR MANUFACTURING CO.INC.,AL,------,VSQG,3220 LORNA ROAD,HOOVER,AL,35216-5404,33.397707,-86.802052,3,N  ,H----,------         
ALD983191552,THOMAS AUTO PARTS INC,AL,------,Other,314 GREEN STREET,ALEXANDER CITY,AL,35010,,,,N  ,-----,------         
ALR000021444,AUTOZONE #183,AL,------,Other,716 E BATTLE STREET,TALLADEGA,AL,35160,,,,N  ,-----,------         
ALR000021493,AUTOZONE #31,AL,------,Other,9034 S MEMORIAL PKWY,HUNTSVILLE,AL,35802,,,,N  ,-----,------         
ALR000021519,AUTOZONE #57,AL,------,Other,300 N 3RD STREET,GADSDEN,AL,35901,,,,N  ,-----,------         
ALR000020669,AUTOZONE #2325,AL,------,Other,1522 N WOOD AVENUE,FLORENCE,AL,35630,,,,N  ,-----,------         
ALR000020693,AUTOZONE #160,AL,------,Other,3343 ATLANTA HWY,MONTGOMERY,AL,36109,,,,N  ,-----,------         
ALR000006460,COX AUTO,AL,------,Other,307 SOUTH NORTON AVENUE,SYLACAUGA,AL,35150,,,,N  ,-----,------         
ALD061146858,A-1 ROOFING CO INC,AL,------,Other,449 JULIA STREET,MONTGOMERY,AL,36104,32.365253,-86.302162,,N  ,-----,------         
ALR000011320,COMPLETE CLEANERS,AL,------,Other,1940 GADSDEN HIGHWAY,TRUSSVILLE,AL,35173,33.611111,-86.625,,N  ,-----,------         
ALR000033837,SOUTHERN NATURAL GAS IRON BOWL SEGMENT,AL,------,Other,MARSHALL AVE & TARRANT HUFFMAN,BIRMINGHAM,AL,99999,,,,N  ,-----,------         
AL8213700000,US ARMY GARRISON FT MCCLELLAN PELHAM RAN,AL,------,Other,HIGHWAY 431,FORT MCCLELLAN,AL,36205-5000,33.700833,-86.950833,,N  ,--A--,------         
ALD981751506,RIVER HILLS CLEANERS,AL,------,Other,4647A HWY 280E,BIRMINGHAM,AL,35243,,,,N  ,-----,------         
AL0000971739,SOUTHERN TOOL INC CATV,AL,------,Other,2285 HWY 78 W,OXFORD,AL,36203,,,,N  ,-----,------         
ALD982157521,MCDOWELL ISUZU SUBARU,AL,------,Other,4123 ROSS CLARK CIR NW,DOTHAN,AL,36303,31.253248,-85.397356,,N  ,-----,------         
ALD981923261,STOKES CHEVROLET INC,AL,------,VSQG,2011 7TH STREET NORTH,CLANTON,AL,35045,,,3,N  ,H----,------         
ALD982088023,"PENSKE TRUCK LEASING COMPANY, L.P.",AL,------,Other,2890 35TH AVE NORTH,BIRMINGHAM,AL,35207,33.55883,-86.812231,,N  ,-----,------         
ALD031493414,ROYAL CLEANERS,AL,------,Other,1201 4TH AVENUE,BESSEMER,AL,35020,33.395137,-86.960167,,N  ,-----,------         
ALD983194440,BRUCE KEY MOTORS,AL,------,Other,1739 HIGHWAY 78 WEST,OXFORD,AL,36203,,,,N  ,-----,------         
AL0000882167,UTOPIA CLEANERS,AL,------,Other,248 COUNTRY CLUB PARK,BIRMINGHAM,AL,35213,,,,N  ,-----,------         
ALR000028159,ALABAMA SLING CENTER,AL,------,Other,1103 HOKE AVENUE,DOLOMITE,AL,35061,,,,N  ,-----,------         
ALD021255088,"CLARK PULLEY INDUSTRIES, INC.",AL,------,Other,ALABAMA HYW 243,RUSSELLVILLE,AL,35653,,,,N  ,-----,------         
ALR000020677,AUTOZONE #2373,AL,------,Other,6350 ATLANTA HWY,MONTGOMERY,AL,36117,,,,N  ,-----,------         
ALR000014647,VULCAN CONSTR MTRLS LP-FAIRFIELD SLAG,AL,------,VSQG,8 PLEASANT GROVE ROAD,FAIRFIELD,AL,35064,,,3,N  ,H----,------         
ALR000005587,C & G TANK LINES INC,AL,------,Other,530 W VALLEY RD,CHICKASAW,AL,36611-2446,,,,N  ,-----,------         
ALR000006759,YELLOW FREIGHT SYSTEM INC MTG,AL,------,Other,5680 HAYNEVILLE RD,MONTGOMERY,AL,36108,32.59,-86.69,,N  ,-----,------         
ALD041761339,S&S CLEANERS INC DBA TRI CITY CLEANERS,AL,------,VSQG,700 13TH ST,PHENIX CITY,AL,36867,32.470869,-85.002435,3,N  ,H----,------         
ALD983195223,US FOREST SERVICE,AL,------,Other,DEVALL DRIVE,AUBURN UNIVERSITY,AL,36849,,,,N  ,-----,------         
ALD981023518,DIXIE SERVICE CLEANERS,AL,------,Other,104 COLISEUM BLVD,MONTGOMERY,AL,36109,32.3862,-86.2574,,N  ,-----,------         
AL0000485920,DIXIE SERVICE CLEANERS,AL,------,Other,1703 US HWY 98,DAPHNE,AL,36526,30.3729,-87.54,,N  ,-----,------         
ALR000019562,ADVANCE AUTO PARTS #9290,AL,------,Other,7001 1ST AVENUE NORTH,BIRMINGHAM,AL,35206,,,,N  ,-----,------         
ALR000026948,ADVANCE AUTO PARTS #5953,AL,------,Other,714 EAST BATTLE STREET,TALLADEGA,AL,35160,,,,N  ,-----,------         
ALR000009670,MONTGOMERY LIVING PRESS INC,AL,------,Other,621 OLIVER ROAD,MONTGOMERY,AL,36117,,,,N  ,-----,------         
ALR000002691,APS PETROLEUM EQUIPMENT,AL,------,VSQG,2800 US HWY 431 N,ANNISTON,AL,36206,33.717852,-85.868524,3,N  ,H----,------         
ALD983167560,MCCLEAN FUELS PIEDMONT,AL,------,Other,125 MAGNOLIA DR.,PIEDMONT,AL,36272,33.90223,-85.674257,,N  ,-----,------         
ALD983169152,J L WALKER BODY SHOP,AL,------,Other,1011 HENDERSON RD,ALBERTVILLE,AL,35950,,,,N  ,-----,------         
ALR000020156,ADVANCE AUTO PARTS #5895,AL,------,Other,3355 HIGHWAY 431 SUITE 6A,ROANOKE,AL,36274,,,,N  ,-----,------         
ALR000033183,ON SITE SERVICE,AL,------,Other,1705 WEST LAKESHORE DR,ONEONTA,AL,35121-8441,,,N  ,N  ,-----,------         
ALD124150335,BIRMINGHAM ELECTRIC BATTERY CO.,AL,------,SQG,2230 2ND AVE SOUTH,BIRMINGHAM,AL,35233,33.512236,-86.799897,2,N  ,H----,------         
AL0000266452,WAL-MART #2111,AL,------,Other,5291 HWY 280 S,BIRMINGHAM,AL,35242,,,,N  ,-----,------         
ALR000014837,MOXIE BONDS CONTRACTOR & EXCAVATORS,AL,------,Other,4296 MAIN STREET,ADAMSVILLE,AL,35005,,,,N  ,-----,------         
ALR000024836,RICHERSON OIL INCORPORATED,AL,------,Other,550 BRADY ROAD,BAY MINETTE,AL,36507,,,,N  ,-----,------         
ALD983181843,SOUTHEASTERN PRINTERS,AL,------,Other,205 SOUTH ST ANDREWS,DOTHAN,AL,36301,31.221982,-85.390359,,N  ,-----,------         
ALR000009746,CHATHAM COIL PROCESSING,AL,------,Other,101 PRATT HIGHWAY,BIRMINGHAM,AL,35214,,,,N  ,-----,------         
ALR000012393,MONTGOMERY MOTORSPORTS PARK,AL,------,Other,2600 NORTH BELT DRIVE,MONTGOMERY,AL,36118,,,,N  ,-----,------         
ALD983175118,ALEXANDER FORD,AL,------,VSQG,685 HIGHWAY 431 SOUTH,BOAZ,AL,35957,34.196677,-86.149716,3,N  ,H----,------         
ALR000012443,VISIONLAND,AL,------,VSQG,5051 PRINCE STREET,BESSEMER,AL,35022-7815,33.2245,-87.0005,3,N  ,H----,------         
ALR000012831,WIEGAND APPLIANCE,AL,------,Other,393 9TH STREET SW,VERNON,AL,35592,33.748056,-88.128889,,N  ,-----,------         
ALD982143026,QUALITY ANALYTICAL LABORATORIES,AL,------,Other,2567 FAIRLANE DRIVE,MONTGOMERY,AL,36116,,,,N  ,-----,------         
ALD004014973,GULF STATES STEEL,AL,L--S--,TSDF,174 26TH ST SOUTH,GADSDEN,AL,35904,34.018382,-86.043601,N  ,N  ,-P---,------         
ALR000011312,RONNIE WATKINS FORD,AL,------,Other,1127 MEIGHAN BLVD,GADSDEN,AL,35901,34.019444,-86.016667,,N  ,-----,------         
ALD981923527,LOWE BUICK PONTIAC GMC,AL,------,Other,1151 GAULT AVE SOUTH,FORT PAYNE,AL,35967,34.430796,-85.73226,,N  ,-----,------         
ALR000023549,WALMART #316 WALMART STORES EAST LP,AL,------,Other,1431 3RD STREET,ATTALLA,AL,35954,34.005,-86.113,,N  ,-----,------         
ALD982136335,VULCAN MATERIALS CO.,AL,------,Other,4110 65TH ST. NO,BIRMINGHAM,AL,35206,33.560419,-86.743869,,N  ,-----,------         
AL0000877951,BLACKWELL SHELL INC,AL,------,Other,203 N MCKENZIE ST,FOLEY,AL,36535,,,,N  ,-----,------         
ALR000032615,SOUTHERN NATURAL GAS GADSDEN 4 M/S,AL,------,Other,HWY 77,RAINBOW CITY,AL,35901,,,,N  ,-----,------         
ALR000027110,ADVANCE AUTO PARTS #9410,AL,------,Other,3009 S DAUPHIN ISLAND PKWY,MOBILE,AL,36605,,,,N  ,-----,------         
ALD034103572,C L TRUCK AND TRAILER INC,AL,------,Other,3730 1ST AVE SOUTH,BIRMINGHAM,AL,35222,33.529086,-86.76724,N  ,N  ,-----,------         
ALD047869227,MR BURCH DRY CLEANERS,AL,------,Other,815 GREEN SPRINGS HWY,HOMEWOOD,AL,35209,33.459373,-86.816929,,N  ,-----,------         
ALR000033423,UNITED RENTALS INC.,AL,------,VSQG,1413 MONTLIMAR DRIVE,MOBILE,AL,36609-6531,30.39369,-88.07534,3,N  ,H----,------         
AL0000105429,ALEXANDRIA MOTORS INC,AL,------,Other,5662 U.S. HIGHWAY 4311,ALEXANDRIA,AL,36250,,,,N  ,-----,------         
ALR000012849,US INCORPORATED USI OIL,AL,------,Other,6008 LUNDY ROAD,THEODORE,AL,36582,30.568056,-88.229167,,N  ,-----,------         
ALD981855364,WAYNES PAINT & BODY SHOP,AL,------,Other,977 N SCHILLINGER ROAD,MOBILE,AL,36608,30.708687,-88.225343,,N  ,-----,------         
ALR000033845,NOBLE BIRMINGHAM,AL,------,Other,5TH AV S & 19TH ST S,BIRMINGHAM,AL,35210,,,,N  ,-----,------         
AL0000980607,CROWDER PAINT & BODY,AL,------,Other,7034 COUNTRY CLUB RD,LANETT,AL,36863,,,,N  ,-----,------         
ALD982086894,VANITY FAIR MILLS - PLANT 2,AL,------,Other,DREWRY ROAD,MONROEVILLE,AL,36462,,,,N  ,-----,------         
ALR000012716,C&D AUTOMATION AND MACHINE CO,AL,------,Other,#1 INDUSTRIAL PARK,OXFORD,AL,36203,,,,N  ,-----,------         
ALD982167967,JERRY MITCHELL CHEV-CHRYS,AL,------,Other,237 WILKEN AVE,OZARK,AL,36360,,,,N  ,-----,------         
AL5471500004,GENERAL SERVICES ADMINISTRATION,AL,------,Other,1800 5TH AVE NORTH,BIRMINGHAM,AL,35203,,,,N  ,-----,------         
ALD059661306,MACK MANUFACTURING INC,AL,------,Other,2908 W MAIN ST,PRICHARD,AL,36610,30.749709,-88.103743,,N  ,-----,------         
ALD983186321,SOUTH SIDE MOTORS,AL,------,Other,201 8TH STREET,HUNTSVILLE,AL,35805,34.72117,-86.610328,,N  ,-----,------         
ALR000009654,SARALAND SHOPPING CENTER,AL,L-----,TSDF,US HWY 43@SHELTON BEACH ROAD,SARALAND,AL,36571,30.823889,-88.070278,,N  ,-PA--,------         
ALR000031443,BELLSOUTH 12443,AL,------,Other,540 E SOUTH BLVD,MONTGOMERY,AL,36116,,,,N  ,-----,------         
ALD031584147,DIXIE SERVICE CLEANERS,AL,------,VSQG,706 EUFAULA AVENUE,EUFAULA,AL,36027,31.52972,-85.08807,3,N  ,H----,------         
ALD981860836,SELCO CLEANERS INC,AL,------,Other,3333 ROCKYRIDGE PLAZA,BIRMINGHANM,AL,35243,,,,N  ,-----,------         
ALR000030692,NATIONS RENT STORE 270,AL,------,Other,1887 EDWARDS LAKE ROAD,TRUSSVILLE,AL,35235-2762,,,,N  ,-----,------         
ALD981744543,ARROW CLEANERS OF BIRMINGHAM INC,AL,------,Other,2616 31ST AVENUE NORTH,BIRMINGHAM,AL,35207-3500,33.552797,-86.817991,,N  ,-----,------         
ALD095700662,LEE PRECISION MACHINE CO.,AL,------,Other,7731 HWY. 72 WEST,MADISON,AL,35758,34.754523,-86.737531,,N  ,-----,------         
ALR000032870,PRECISION MANUFACTURING,AL,------,VSQG,4420 PINSON VALLEY PARKWAY,BIRMINGHAM,AL,35215,,,3,N  ,H----,------         
ALR000010223,MIKE SMITHS AUTOMOTIVE COLLISION CENTER,AL,------,VSQG,2957 HARTFORD HIGHWAY,DOTHAN,AL,36305,31.19889,-85.437655,3,N  ,H----,------         
ALR000027813,ABSORBABLE POLYMERS INTERNATIONAL,AL,------,Other,756 TOM MARTIN DRIVE SUITE 100,BIRMINGHAM,AL,35211-4467,,,,N  ,-----,------         
ALD983195272,ROYAL CLEANERS,AL,------,Other,7143 HWY 72 WEST UNIT-A,MADISON,AL,35758,34.755411,-86.714243,,N  ,-----,------         
ALR000004119,MILTON'S HONDA & ACURA SHOP INC,AL,------,VSQG,5689 HWY 90 WEST,THEODORE,AL,36582,,,3,N  ,H----,------         
ALD982101222,DIXIE SERVICE CLEANERS,AL,------,Other,950 MICHIGAN AVE,MOBILE,AL,36605,30.66881,-88.070226,,N  ,-----,------         
ALD981757545,GARDENDALE CLEANERS & LAUNDRY INC,AL,------,VSQG,732 MAIN ST,GARDENDALE,AL,35071,33.642927,-86.810715,3,N  ,H----,------         
ALR000023572,WAL-MART STORE #762,AL,------,Other,1189 HUFFMAN ROAD,BIRMINGHAM,AL,35215,,,,N  ,-----,------         
ALD983192071,OPP & MICOLAS MILLS,AL,------,Other,1000 DOUGLAS AVENUE,OPP,AL,36467,31.279239,-86.27067,,N  ,-----,------         
ALD981476914,POSER BUSINESS FORMS DBA PRINTXCEL,AL,------,Other,352 S GREENO RD,FAIRHOPE,AL,36532,30.517962,-87.886182,,N  ,-----,------         
ALD983179763,H&W MOTOR COMPANY,AL,------,Other,601 COLUMBUS PKWY,OPELIKA,AL,36801,32.64352,-85.360977,,N  ,-----,------         
ALD983194077,LISLE BODY SHOP INC,AL,------,Other,1ST STREET SW,LAFAYETTE,AL,36862,,,,N  ,-----,------         
ALR000007765,S&D OIL SERVICES,AL,------,Other,6811 HIGHMONT DRIVE,THEODORE,AL,36582,31.766667,-85.443333,,N  ,-----,------         
ALR000031138,CHARTER TIRE - FOLEY STORE,AL,------,Other,301 N MCKENZIE ST,FOLEY,AL,36535,,,,N  ,-----,------         
ALR000003640,THE TOMATO HOUSE,AL,------,Other,2935 BROAD STREET,PINE HILL,AL,36769,33.1803,-87.0586,,N  ,-----,------         
